Scheme Name	Asset Value
ICICI Prudential Value Fund - Series 15 - Cumulative Option	12.70
ICICI Prudential Value Fund - Series 15 - Direct Plan - Cumulative Option	13.18
ICICI Prudential Value Fund - Series 15 - Direct Plan - Dividend Option	12.70
ICICI Prudential Value Fund - Series 15 - Dividend Option	12.39
ICICI Prudential Value Fund - Series 16 - Cumulative Option	12.52
ICICI Prudential Value Fund - Series 16 - Direct Plan - Cumulative Option	12.93
ICICI Prudential Value Fund - Series 16 - Direct Plan - Dividend Option	12.32
ICICI Prudential Value Fund - Series 16 - Dividend Option	12.01
ICICI Prudential Value Fund - Series 17 - Cumulative Option	12.90
ICICI Prudential Value Fund - Series 17 - Direct Plan - Cumulative Option	13.36
ICICI Prudential Value Fund - Series 17 - Direct Plan - IDCW Option	13.04
ICICI Prudential Value Fund - Series 17 - IDCW Option	12.59
ICICI Prudential Value Fund - Series 18 - Cumulative Option	14.75
ICICI Prudential Value Fund - Series 18 - Direct Plan - Cumulative Option	15.23
ICICI Prudential Value Fund - Series 18 - Direct Plan - IDCW Option	14.87
ICICI Prudential Value Fund - Series 18 - IDCW Option	14.41
ICICI Prudential Value Fund - Series 19 - Cumulative Option	14.45
ICICI Prudential Value Fund - Series 19 - Direct Plan - Cumulative Option	14.94
ICICI Prudential Value Fund - Series 19 - Direct Plan - IDCW Option	14.94
ICICI Prudential Value Fund - Series 19 - IDCW Option	14.45
ICICI Prudential Value Fund - Series 2 - Direct Dividend	11.51
ICICI Prudential Value Fund - Series 2 - Dividend	10.48
ICICI Prudential Value Fund - Series 20 - Cumulative Option	13.43
ICICI Prudential Value Fund - Series 20 - Direct Plan - Cumulative Option	13.78
ICICI Prudential Value Fund - Series 20 - Direct Plan - IDCW Option	13.78
ICICI Prudential Value Fund - Series 20 - IDCW Option	13.43
ICICI Prudential Value Fund - Series 3 - Direct Dividend	11.48
ICICI Prudential Value Fund - Series 3 - Dividend	10.49
ICICI Prudential Value Fund - Series 4  Dividend	10.17
ICICI Prudential Value Fund - Series 4 Cumulative Option	21.15
ICICI Prudential Value Fund - Series 4 Direct Plan Cumulative Option	22.23
ICICI Prudential Value Fund - Series 4 Direct Plan Dividend	10.82
ICICI Prudential Value Fund - Series 5  Cumulative Option	14.71
ICICI Prudential Value Fund - Series 5 Direct Plan Cumulative Option	15.46
ICICI Prudential Value Fund - Series 5 Direct Plan Dividend Option	11.26
ICICI Prudential Value Fund - Series 5 Dividend Option	10.59
ICICI Prudential Value Fund - Series 6  Cumulative Option	12.66
ICICI Prudential Value Fund - Series 6  Dividend Option	9.96
ICICI Prudential Value Fund - Series 6 Direct Plan Cumulative Option	13.25
ICICI Prudential Value Fund - Series 6 Direct Plan Dividend Option	10.43
ICICI Prudential Value Fund - Series 7 Direct Plan Dividend Option	10.98
ICICI Prudential Value Fund - Series 7 Dividend Option	10.51
ICICI Prudential Value Fund - Series 8 Direct Plan Dividend Option	10.88
ICICI Prudential Value Fund - Series 8 Dividend Option	10.17
ICICI Prudential Value Fund - Series 9 - Cumulative Option	12.27
ICICI Prudential Value Fund - Series 9 - Direct Plan - Cumulative Option	12.60
ICICI Prudential Value Fund - Series 9 - Direct Plan - Dividend Option	10.85
ICICI Prudential Value Fund - Series 9 - Dividend Option	10.53
Kotak India Gorwth Fund - Series I - Direct Plan - Dividend	11.21277657
Kotak India Gorwth Fund - Series I - Direct Plan - Growth	13.27862178
Kotak India Gorwth Fund - Series I - Regular Plan - Dividend	11.00627096
Kotak India Gorwth Fund - Series I - Regular Plan - Growth	13.07073144
Kotak India Growth Fund Series 4 - Regular Plan- Growth option	29.1871004
Kotak India Growth Fund Series 4-Direct Plan - Growth Option	31.06262646
Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option	30.84950529
Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option	29.18842837
Kotak India Growth Fund Series 5-Direct PLan-ayout of Income Distribution cum capital withdrawal option 	14.74284682
Kotak India Growth Fund Series 5-Direct Plan-Growth Option	14.74283395
Kotak India Growth Fund Series 5-Regular Plan-ayout of Income Distribution cum capital withdrawal option 	14.6365481
Kotak India Growth Fund Series 5-Regular Plan-Growth Option	14.63654539
Kotak India Growth Fund Series 7 - Direct Plan - Growth Option	15.09747791
Kotak India Growth Fund Series 7 - Regular Plan - ayout of Income Distribution cum capital withdrawal option 	14.61685259
Kotak India Growth Fund Series 7 - Regular Plan - Growth Option	14.61685271
Kotak India Growth Fund Series 7 -Direct Plan  -ayout of Income Distribution cum capital withdrawal option 	15.09752459
Nippon India Capital Builder Fund IV - Series B - Direct Plan - Growth Option	13.8922
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - DIRECT Plan - IDCW Option	13.8922
Nippon India Capital Builder Fund IV - Series B - Growth Option	13.2980
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - IDCW Option	13.2980
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Dividend Payout Option	10.3270
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Growth Option	10.3270
Nippon India Capital Builder Fund IV- Series A- Dividend Payout Option	10.0452
Nippon India Capital Builder Fund IV- Series A- Growth Option	10.0452
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Dividend Payout Option	11.4785
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Growth Option	11.4785
Nippon India Capital Builder Fund IV- Series C- Dividend Payout Option	11.1685
Nippon India Capital Builder Fund IV- Series C- Growth Option	11.1685
Nippon India Capital Builder Fund IV- Series D- Direct Plan- Growth Option	10.6411
Nippon India Capital Builder Fund IV- Series D- Direct Plan-Dividend Payout Option	10.6411
Nippon India Capital Builder Fund IV- Series D- Dividend Payout Option	10.3583
Nippon India Capital Builder Fund IV- Series D- Growth Option	10.3583
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option	10.0000
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option	10.0000
Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option	12.6864
Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option	12.6440
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - DIRECT Plan - IDCW Option	16.5970
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - IDCW Option	16.0652
Nippon India India Opportunities Fund - Series A - Direct Plan - Growth Option	16.5970
Nippon India India Opportunities Fund - Series A - Growth Option	16.0652
Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option	13.8329
Reliance Capital Builder Fund II - Series B - Direct Plan - Growth Option	13.8329
Reliance Capital Builder Fund II - Series B - Dividend Payout Option	13.0421
Reliance Capital Builder Fund II - Series B - Growth Option	13.0421
Reliance Capital Builder Fund II - Series C - Direct Plan - Dividend Payout Option	12.5434
Reliance Capital Builder Fund II - Series C - Direct Plan - Growth Option	12.5434
Reliance Capital Builder Fund II - Series C - Dividend Payout Option	12.1517
Reliance Capital Builder Fund II - Series C - Growth Option	12.1517
Reliance Capital Builder Fund II- Series A- Direct Plan-Dividend Payout Option	10.0000
Reliance Capital Builder Fund II- Series A- Direct Plan-Growth Option	14.5494
Reliance Capital Builder Fund II- Series A- Dividend Payout Option	10.0000
Reliance Capital Builder Fund II- Series A- Growth Option	14.2989
Reliance Capital Builder Fund III - Series A - Direct Plan - Dividend Payout Option	12.0184
Reliance Capital Builder Fund III - Series A - Direct Plan - Growth Option	13.3166
Reliance Capital Builder Fund III - Series A - Dividend Payout Option	11.5589
Reliance Capital Builder Fund III - Series A - Growth Option	12.8527
Reliance Capital Builder Fund- Series A- Direct Plan- Dividend Payout Opotion	17.9036
Reliance Capital Builder Fund- Series A- Direct Plan- Growth Option	17.9036
Reliance Capital Builder Fund- Series A- Dividend Payout Option	17.4611
Reliance Capital Builder Fund- Series A- Growth Option	17.4611
Reliance Capital Builder Fund- Series B- Direct Plan- Dividend Payout Option	13.8255
Reliance Capital Builder Fund- Series B- Direct Plan- Growth Opiton	13.8255
Reliance Capital Builder Fund- Series B- Dividend Payout Option	13.2339
Reliance Capital Builder Fund- Series B- Growth Option	13.2339
Reliance Capital Builder Fund- Series C- Direct Plan- Dividend Payout Option	14.4939
Reliance Capital Builder Fund- Series C- Direct Plan- Growth Option	14.4939
Reliance Capital Builder Fund- Series C- Dividend Payout Option	13.8573
Reliance Capital Builder Fund- Series C- Growth Option	13.8573
Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option	12.2273
Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option	23.8241
Reliance Close Ended Equity Fund - Series A - Dividend Payout Option	11.2608
Reliance Close Ended Equity Fund - Series A - Growth Option	22.6688
Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option	12.2564
Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option	23.8837
Reliance Close Ended Equity Fund - Series B - Dividend Payout Option	11.2518
Reliance Close Ended Equity Fund - Series B - Growth Option	22.6520
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option	13.6958
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option	19.3301
Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option	12.9136
Reliance Close Ended Equity Fund II- Series A- Growth Option	18.5052
SBI EQUITY OPPORTUNITIES FUND -  SERIES IV - REGULAR PLAN - GROWTH	25.8789
SBI EQUITY OPPORTUNITIES FUND - SERIES IV - DIRECT PLAN - GROWTH	27.4317
SBI Equity Opportunities Fund-Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.3145
SBI Equity Opportunities Fund-Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	21.9580
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option	14.205
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option	15.3687
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option	13.2056
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option	14.3308
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Dividend  Option	10.6409
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Growth Option	10.6409
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Dividend Option	10.2531
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Growth Option	10.253
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Dividend Option	11.8178
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Growth Option	11.8178
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Dividend Option	11.3617
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Growth Option	11.3617
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option	13.7253
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW	13.7253
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option	13.2169
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW	13.2169
UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option	13.1836
UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW	13.1836
UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option	12.737
UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW	12.737
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Growth Option	10.1879
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Growth Option	10.184
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Growth Option	10.1718
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Growth Option	10.1694
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Growth Option	10.2094
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Growth Option	10.2066
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option	12.7154
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option	12.7175
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option	12.6661
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option	12.6661
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option	12.7203
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option	12.7216
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option	12.6738
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option	12.6738
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option	12.3339
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option	12.3066
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option	12.3062
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option	11.9442
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option	11.9152
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option	11.9152
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option	10.3716
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option	10.3665
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option	11.7499
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option	11.7586
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option	11.7246
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option	11.7257
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW	10.
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan	33.7012
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW	10.1414
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW	10.1413
Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan	33.9178
Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth	11.8983
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular  Plan - Growth	11.8487
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -  Half Yearly IDCW Payout	11.8487
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout	11.8491
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth	11.7824
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW	11.7824
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth	11.7252
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW	11.7252
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW	11.7298
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - Growth	10.19117240
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - IDCW	10.19116956
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - Growth	10.18828586
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - IDCW	10.18828585
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days)	11.6180
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days)	17.0043
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days)	14.4186
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days)	16.7432
IDFC Fixed Term Plan Series 167 REGULAR PLAN HALF YEARLY-IDCW (1202 days)	10.41782744
IDFC Fixed Term Plan Series 167 REGULAR PLAN QUARTERLY-IDCW (1202 days)	10.47320000
IDFC Fixed Term Plan Series 167 REGULAR PLAN-GROWTH (1202 days)	12.86192201
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION	13.1536
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment)	13.1506
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION	13.0217
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment)	13.0217
DSP FMP Series - 264 - 60M - 17D - Direct - Growth	12.4593
DSP FMP Series - 264 - 60M - 17D - Direct - IDCW	12.4592
DSP FMP Series - 264 - 60M - 17D - Regular - IDCW	12.3902
DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth	12.3906
DSP FMP Series - 267 - 1246 Days - Direct - Growth	12.0745
DSP FMP Series - 267 - 1246 Days - Direct - IDCW	12.0744
DSP FMP Series - 267 - 1246 Days - Regular - Growth	12.0411
DSP FMP Series - 267 - 1246 Days - Regular - IDCW	12.0411
DSP FMP Series - 268 - 1281 Days - Direct - Growth	12.0560
DSP FMP Series - 268 - 1281 Days - Direct - IDCW	12.0550
DSP FMP Series - 268 - 1281 Days - Regular - Growth	12.0112
DSP FMP Series - 268 - 1281 Days - Regular - IDCW	12.0112
DSP FMP Series - 270 - 1144 Days - Direct - Growth	11.8509
DSP FMP Series - 270 - 1144 Days - Direct - IDCW	11.8513
DSP FMP Series - 270 - 1144 Days - Regular - Growth	11.8245
DSP FMP Series - 270 - 1144 Days - Regular - IDCW	11.8244
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth - Direct	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend - Direct	0.0000
Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth	0.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- series 3- Plan E (1104) days- Growth	0.0000
Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)- Growth	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct	0.0000
Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Quarterly Dividend - Direct	10.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C (1205 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Quarterly Dividend-Direct	10.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days -QTR - IDCW 	0.0000
